,date,Ticker,monthly_return,Company Name,year,esg,Sector,Industry,market_return,risk_free_rate
23,2020-12-31,AOS,-0.02646079403604773,A. O. Smith,2020.0,24.74,MANUFACTURING,HOUSEHOLD APPLIANCES,0.03706616331725954,0.0033333333333333335
24,2021-01-29,AOS,-0.004960374475573626,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.010190487453532349,0.0033333333333333335
25,2021-02-26,AOS,0.09337059048468821,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.027805648364208624,0.0033333333333333335
26,2021-03-31,AOS,0.13879087830637715,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.04540479975349965,0.0033333333333333335
27,2021-04-30,AOS,0.005880000639825855,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.052910597312107566,0.0033333333333333335
28,2021-05-28,AOS,0.04900245847154938,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.0065659168323985995,0.0033333333333333335
29,2021-06-30,AOS,0.013929882166749508,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.022472932767279463,0.0033333333333333335
30,2021-07-30,AOS,-0.02040367795469833,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.024412347090566833,0.0033333333333333335
31,2021-08-31,AOS,0.033981834637509145,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.0297599321063986,0.0033333333333333335
32,2021-09-30,AOS,-0.1602038767882762,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.046575362373533435,0.0033333333333333335
33,2021-10-29,AOS,0.2012356420329211,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.0701634524018786,0.0033333333333333335
34,2021-11-30,AOS,0.08183926546438891,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.008034803160532067,0.0033333333333333335
35,2021-12-31,AOS,0.08602215982557793,A. O. Smith,2021.0,17.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.04628826138621389,0.0033333333333333335
36,2022-01-31,AOS,-0.1065424424969208,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.05274120297469975,0.0033333333333333335
37,2022-02-28,AOS,-0.10259015790177972,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.029517066949437343,0.0033333333333333335
38,2022-03-31,AOS,-0.06838674203063333,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.0375555169243853,0.0033333333333333335
39,2022-04-29,AOS,-0.08118296511560052,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.08776888598039312,0.0033333333333333335
40,2022-05-31,AOS,0.02892273298868253,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.0022571864665479335,0.0033333333333333335
41,2022-06-30,AOS,-0.09048583138751531,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.08246915573166957,0.0033333333333333335
42,2022-07-29,AOS,0.16240983479407434,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.09208745337078894,0.0033333333333333335
43,2022-08-31,AOS,-0.10779211247118325,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.04080198650049005,0.0033333333333333335
44,2022-09-30,AOS,-0.1394161825826994,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.09241630129342526,0.0033333333333333335
45,2022-10-31,AOS,0.13384576278919202,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.08127541602556798,0.0033333333333333335
46,2022-11-30,AOS,0.10879882889218018,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,0.0555916145157227,0.0033333333333333335
47,2022-12-30,AOS,-0.05762242064280665,A. O. Smith,2022.0,15.05,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.05757583637076502,0.0033333333333333335
48,2023-01-31,AOS,0.18869651004151566,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.06288728729291937,0.0033333333333333335
49,2023-02-28,AOS,-0.03057668545089076,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.025142809734119198,0.0033333333333333335
50,2023-03-31,AOS,0.053634682647537124,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.03712512977870852,0.0033333333333333335
51,2023-04-28,AOS,-0.008116316756856423,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.01597500383233963,0.0033333333333333335
52,2023-05-31,AOS,-0.06369861240747976,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.004615936538862719,0.0033333333333333335
53,2023-06-30,AOS,0.13825488075587677,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.06481424165786054,0.0033333333333333335
54,2023-07-31,AOS,0.0020859228780021333,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.03273333490825392,0.0033333333333333335
55,2023-08-31,AOS,0.0024123526140948925,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.016252038008436887,0.0033333333333333335
56,2023-09-29,AOS,-0.0878631510975959,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.047393140200185035,0.0033333333333333335
57,2023-10-31,AOS,0.05974985459382176,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,-0.02170868581958285,0.0033333333333333335
58,2023-11-30,AOS,0.08027515173809086,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.09134387345010464,0.0033333333333333335
59,2023-12-29,AOS,0.09394945667423049,A. O. Smith,2023.0,15.77,MANUFACTURING,HOUSEHOLD APPLIANCES,0.04566246277748087,0.0033333333333333335
60,2021-01-29,AEE,-0.06840774373202019,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.010190487453532349,0.0033333333333333335
61,2021-02-26,AEE,-0.03369184855387697,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.027805648364208624,0.0033333333333333335
62,2021-03-31,AEE,0.16634282019372293,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.04540479975349965,0.0033333333333333335
63,2021-04-30,AEE,0.04277306886008603,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.052910597312107566,0.0033333333333333335
64,2021-05-28,AEE,-0.00754329345508753,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.0065659168323985995,0.0033333333333333335
65,2021-06-30,AEE,-0.04323756839151227,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.022472932767279463,0.0033333333333333335
66,2021-07-30,AEE,0.0484749754164433,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.024412347090566833,0.0033333333333333335
67,2021-08-31,AEE,0.0452824973601198,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.0297599321063986,0.0033333333333333335
68,2021-09-30,AEE,-0.07071194586212903,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.046575362373533435,0.0033333333333333335
69,2021-10-29,AEE,0.04061688491076865,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.0701634524018786,0.0033333333333333335
70,2021-11-30,AEE,-0.0320322818288612,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.008034803160532067,0.0033333333333333335
71,2021-12-31,AEE,0.0978768102924581,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.04628826138621389,0.0033333333333333335
72,2022-01-31,AEE,-0.0030326951516848055,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.05274120297469975,0.0033333333333333335
73,2022-02-28,AEE,-0.0314402766293318,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.029517066949437343,0.0033333333333333335
74,2022-03-31,AEE,0.09820136207532171,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.0375555169243853,0.0033333333333333335
75,2022-04-29,AEE,-0.009173112462500188,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.08776888598039312,0.0033333333333333335
76,2022-05-31,AEE,0.024650059735026097,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.0022571864665479335,0.0033333333333333335
77,2022-06-30,AEE,-0.044764725605051736,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.08246915573166957,0.0033333333333333335
78,2022-07-29,AEE,0.03054534678381171,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.09208745337078894,0.0033333333333333335
79,2022-08-31,AEE,-0.00536937429582951,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.04080198650049005,0.0033333333333333335
80,2022-09-30,AEE,-0.12475354282193474,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.09241630129342526,0.0033333333333333335
81,2022-10-31,AEE,0.012041864261994162,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.08127541602556798,0.0033333333333333335
82,2022-11-30,AEE,0.09568226569355565,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.0555916145157227,0.0033333333333333335
83,2022-12-30,AEE,0.002250038762197759,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.05757583637076502,0.0033333333333333335
84,2023-01-31,AEE,-0.023054059980022745,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.06288728729291937,0.0033333333333333335
85,2023-02-28,AEE,-0.04788819147795442,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.025142809734119198,0.0033333333333333335
86,2023-03-31,AEE,0.052354155999093877,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.03712512977870852,0.0033333333333333335
87,2023-04-28,AEE,0.029864917836943006,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.01597500383233963,0.0033333333333333335
88,2023-05-31,AEE,-0.08879461178563142,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.004615936538862719,0.0033333333333333335
89,2023-06-30,AEE,0.015090856770795469,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.06481424165786054,0.0033333333333333335
90,2023-07-31,AEE,0.048978482753935904,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.03273333490825392,0.0033333333333333335
91,2023-08-31,AEE,-0.07470506406831623,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.016252038008436887,0.0033333333333333335
92,2023-09-29,AEE,-0.04845858260933944,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.047393140200185035,0.0033333333333333335
93,2023-10-31,AEE,0.011759863419243288,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,-0.02170868581958285,0.0033333333333333335
94,2023-11-30,AEE,0.024831712789828098,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.09134387345010464,0.0033333333333333335
95,2023-12-29,AEE,-0.0601290213448612,AMEREN CORP,2021.0,14.76,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,0.04566246277748087,0.0033333333333333335
96,2021-01-29,ADI,-0.002707580565555867,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.010190487453532349,0.0033333333333333335
97,2021-02-26,ADI,0.062374300217591605,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.027805648364208624,0.0033333333333333335
98,2021-03-31,ADI,-0.004749053269551218,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.04540479975349965,0.0033333333333333335
99,2021-04-30,ADI,-0.01238030723692618,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.052910597312107566,0.0033333333333333335
100,2021-05-28,ADI,0.07923610979073215,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.0065659168323985995,0.0033333333333333335
101,2021-06-30,ADI,0.04592950646171201,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.022472932767279463,0.0033333333333333335
102,2021-07-30,ADI,-0.027532259151218264,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.024412347090566833,0.0033333333333333335
103,2021-08-31,ADI,-0.022686988837090527,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.0297599321063986,0.0033333333333333335
104,2021-09-30,ADI,0.027800569493874994,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.046575362373533435,0.0033333333333333335
105,2021-10-29,ADI,0.03588427977578412,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.0701634524018786,0.0033333333333333335
106,2021-11-30,ADI,0.03896488222249217,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.008034803160532067,0.0033333333333333335
107,2021-12-31,ADI,-0.021129242819843297,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.04628826138621389,0.0033333333333333335
108,2022-01-31,ADI,-0.06713292309072616,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.05274120297469975,0.0033333333333333335
109,2022-02-28,ADI,-0.017793795500669063,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.029517066949437343,0.0033333333333333335
110,2022-03-31,ADI,0.030507407032496436,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.0375555169243853,0.0033333333333333335
111,2022-04-29,ADI,-0.06538347950025036,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.08776888598039312,0.0033333333333333335
112,2022-05-31,ADI,0.09576297965295999,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.0022571864665479335,0.0033333333333333335
113,2022-06-30,ADI,-0.13248254391761005,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.08246915573166957,0.0033333333333333335
114,2022-07-29,ADI,0.17708266338684964,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.09208745337078894,0.0033333333333333335
115,2022-08-31,ADI,-0.11449123838840125,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.04080198650049005,0.0033333333333333335
116,2022-09-30,ADI,-0.08044573675657385,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.09241630129342526,0.0033333333333333335
117,2022-10-31,ADI,0.02353915993072686,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.08127541602556798,0.0033333333333333335
118,2022-11-30,ADI,0.20537079651493384,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.0555916145157227,0.0033333333333333335
119,2022-12-30,ADI,-0.04153711145659167,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.05757583637076502,0.0033333333333333335
120,2023-01-31,ADI,0.045357109611208424,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.06288728729291937,0.0033333333333333335
121,2023-02-28,ADI,0.07501329644484778,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.025142809734119198,0.0033333333333333335
122,2023-03-31,ADI,0.07494427023079986,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.03712512977870852,0.0033333333333333335
123,2023-04-28,ADI,-0.08792239474637042,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.01597500383233963,0.0033333333333333335
124,2023-05-31,ADI,-0.01217452192808599,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.004615936538862719,0.0033333333333333335
125,2023-06-30,ADI,0.10159127403270185,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.06481424165786054,0.0033333333333333335
126,2023-07-31,ADI,0.02422871996736875,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.03273333490825392,0.0033333333333333335
127,2023-08-31,ADI,-0.08895919101669647,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.016252038008436887,0.0033333333333333335
128,2023-09-29,ADI,-0.03226188847854827,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.047393140200185035,0.0033333333333333335
129,2023-10-31,ADI,-0.10143330632167125,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,-0.02170868581958285,0.0033333333333333335
130,2023-11-30,ADI,0.16557532302832279,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.09134387345010464,0.0033333333333333335
131,2023-12-29,ADI,0.08786518888299732,ANALOG DEVICES INC,2021.0,13.76,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,0.04566246277748087,0.0033333333333333335
132,2020-01-31,ABT,0.007435345100994306,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,-0.00040378021942422127,0.0033333333333333335
133,2020-02-28,ABT,-0.11601981053312904,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,-0.07916580472968038,0.0033333333333333335
134,2020-03-31,ABT,0.0244063653419071,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,-0.12464268647002086,0.0033333333333333335
135,2020-04-30,ABT,0.17173859233899114,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.12698360200018088,0.0033333333333333335
136,2020-05-29,ABT,0.030730231669441777,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.04764524619273791,0.0033333333333333335
137,2020-06-30,ABT,-0.03676727110695577,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.017761105699659385,0.0033333333333333335
138,2020-07-31,ABT,0.10491116253717503,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.05889193935001935,0.0033333333333333335
139,2020-08-31,ABT,0.08773831585620595,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.06979660274131261,0.0033333333333333335
140,2020-09-30,ABT,-0.005846126916053573,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,-0.037398293968299856,0.0033333333333333335
141,2020-10-30,ABT,-0.03095418648344206,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,-0.02493347834755355,0.0033333333333333335
142,2020-11-30,ABT,0.029587057223943614,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.10877683810482486,0.0033333333333333335
143,2020-12-31,ABT,0.011735780493576708,Abbott Laboratories,2020.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.03706616331725954,0.0033333333333333335
144,2021-01-29,ABT,0.13339497877097628,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,-0.010190487453532349,0.0033333333333333335
145,2021-02-26,ABT,-0.0308274549205092,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.027805648364208624,0.0033333333333333335
146,2021-03-31,ABT,0.0005007502230820471,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.04540479975349965,0.0033333333333333335
147,2021-04-30,ABT,0.005713811624576515,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.052910597312107566,0.0033333333333333335
148,2021-05-28,ABT,-0.028564562582718556,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.0065659168323985995,0.0033333333333333335
149,2021-06-30,ABT,-0.006172395077591042,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.022472932767279463,0.0033333333333333335
150,2021-07-30,ABT,0.04756915903908765,Abbott Laboratories,2021.0,11.709000000000001,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,0.024412347090566833,0.0033333333333333335
